fromstn,fromhgt,tostn,tohgt,date,obsset,ha_value,ha_error,zd_value,zd_error,sd_value,sd_error,lv_value,lv_error,isetupid,tsetupid,fbsource,rawsource
WASE,1.621,18W1,0.000,2015-03-17,11,38.19518,0.00028,80.44236,0.00028,22.3460,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:33,12AZIA.RAW: 0084/0087
WASE,1.621,18W5,0.000,2015-03-17,11,41.72949,0.00028,77.56390,0.00028,21.4462,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:33,12AZIA.RAW: 0085/0086
WASE,1.621,WASW,1.622,2015-03-17,12,0.00533,0.00028,90.72003,0.00028,28.2519,0.0001,,,S1,T1,constants.csv+fieldbook_antenna12.csv:34,12AZIA.RAW: 0090/0097
WASE,1.621,16W1,0.000,2015-03-17,12,38.00307,0.00028,80.32090,0.00028,22.0690,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:34,12AZIA.RAW: 0091/0096
WASE,1.621,16W6,0.000,2015-03-17,12,38.91050,0.00028,83.10215,0.00028,20.8789,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:34,12AZIA.RAW: 0092/0095
WASE,1.621,16W5,0.000,2015-03-17,12,42.32968,0.00028,77.70281,0.00028,21.6847,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:34,12AZIA.RAW: 0093/0094
WASE,1.621,WASW,1.622,2015-03-17,13,0.00547,0.00028,90.71985,0.00028,28.2519,0.0001,,,S1,T1,constants.csv+fieldbook_antenna12.csv:35,12AZIA.RAW: 0098/0105
WASE,1.621,14W1,0.000,2015-03-17,13,38.07390,0.00028,80.19303,0.00028,21.7839,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:35,12AZIA.RAW: 0099/0104
WASE,1.621,14W6,0.000,2015-03-17,13,39.91260,0.00028,83.06672,0.00028,20.7739,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:35,12AZIA.RAW: 0100/0103
WASE,1.621,14W5,0.000,2015-03-17,13,42.65572,0.00028,77.87272,0.00028,21.9837,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:35,12AZIA.RAW: 0101/0102
WASE,1.621,WASW,1.622,2015-03-17,14,0.00518,0.00028,90.71989,0.00028,28.2518,0.0001,,,S1,T1,constants.csv+fieldbook_antenna12.csv:36,12AZIA.RAW: 0106/0115
WASE,1.621,12W4,0.000,2015-03-17,14,37.53932,0.00028,80.92525,0.00028,22.6278,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:36,12AZIA.RAW: 0107/0114
WASE,1.621,12W1,0.000,2015-03-17,14,38.40921,0.00028,80.07436,0.00028,21.5258,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:36,12AZIA.RAW: 0108/0113
WASE,1.621,12W6,0.000,2015-03-17,14,40.95668,0.00028,83.07593,0.00028,20.8048,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:36,12AZIA.RAW: 0109/0112
WASE,1.621,12W5,0.000,2015-03-17,14,42.67792,0.00028,78.05035,0.00028,22.3055,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:36,12AZIA.RAW: 0110/0111
WASE,1.621,WASW,1.622,2015-03-17,15,0.00475,0.00028,90.72065,0.00028,28.2519,0.0001,,,S1,T1,constants.csv+fieldbook_antenna12.csv:38,12AZIA.RAW: 0116/0125
WASE,1.621,10W4,0.000,2015-03-17,15,37.10183,0.00028,80.76990,0.00028,22.2482,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:38,12AZIA.RAW: 0117/0124
WASE,1.621,10W1,0.000,2015-03-17,15,38.97499,0.00028,79.98111,0.00028,21.3269,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:38,12AZIA.RAW: 0118/0123
WASE,1.621,10W6,0.000,2015-03-17,15,41.89393,0.00028,83.13060,0.00028,20.9671,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:38,12AZIA.RAW: 0119/0122
WASE,1.621,10W5,0.000,2015-03-17,15,42.40560,0.00028,78.21464,0.00028,22.6112,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:38,12AZIA.RAW: 0120/0121
WASE,1.621,WASW,1.622,2015-03-17,16,0.00576,0.00028,90.71996,0.00028,28.2518,0.0001,,,S1,T1,constants.csv+fieldbook_antenna12.csv:39,12AZIA.RAW: 0126/0135
WASE,1.621,08W4,0.000,2015-03-17,16,37.02728,0.00028,80.59404,0.00028,21.8349,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:39,12AZIA.RAW: 0127/0134
WASE,1.621,08W3,0.000,2015-03-17,16,37.34069,0.00028,79.09501,0.00028,22.6380,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:39,12AZIA.RAW: 0128/0133
WASE,1.621,08W1,0.000,2015-03-17,16,39.70453,0.00028,79.92682,0.00028,21.2132,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:39,12AZIA.RAW: 0129/0132
WASE,1.621,08W6,0.000,2015-03-17,16,42.60331,0.00028,83.21858,0.00028,21.2384,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:39,12AZIA.RAW: 0130/0131
WASE,1.621,WASW,1.622,2015-03-17,17,0.00682,0.00028,90.71983,0.00028,28.2517,0.0001,,,S1,T1,constants.csv+fieldbook_antenna12.csv:40,12AZIA.RAW: 0136/0145
WASE,1.621,06W3,0.000,2015-03-17,17,37.01506,0.00028,78.89757,0.00028,22.2416,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:40,12AZIA.RAW: 0137/0144
WASE,1.621,06W4,0.000,2015-03-17,17,37.34222,0.00028,80.41724,0.00028,21.4373,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:40,12AZIA.RAW: 0138/0143
WASE,1.621,06W1,0.000,2015-03-17,17,40.50156,0.00028,79.92031,0.00028,21.1999,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:40,12AZIA.RAW: 0139/0142
WASE,1.621,06W6,0.000,2015-03-17,17,42.99915,0.00028,83.32735,0.00028,21.5828,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:40,12AZIA.RAW: 0140/0141
WASE,1.621,WASW,1.622,2015-03-17,18,0.00718,0.00028,90.72022,0.00028,28.2519,0.0001,,,S1,T1,constants.csv+fieldbook_antenna12.csv:41,12AZIA.RAW: 0146/0155
WASE,1.621,04W3,0.000,2015-03-17,18,37.06625,0.00028,78.68446,0.00028,21.8270,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:41,12AZIA.RAW: 0147/0154
WASE,1.621,04W4,0.000,2015-03-17,18,38.02765,0.00028,80.26519,0.00028,21.1054,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:41,12AZIA.RAW: 0148/0153
WASE,1.621,04W1,0.000,2015-03-17,18,41.25771,0.00028,79.96356,0.00028,21.2886,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:41,12AZIA.RAW: 0149/0152
WASE,1.621,04W6,0.000,2015-03-17,18,43.04646,0.00028,83.44186,0.00028,21.9566,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:41,12AZIA.RAW: 0150/0151
WASE,1.621,WASW,1.622,2015-03-17,19,0.00732,0.00028,90.72006,0.00028,28.2518,0.0001,,,S1,T1,constants.csv+fieldbook_antenna12.csv:43,12AZIA.RAW: 0156/0165
WASE,1.621,02W3,0.000,2015-03-17,19,37.51003,0.00028,78.47944,0.00028,21.4452,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:43,12AZIA.RAW: 0157/0164
WASE,1.621,02W4,0.000,2015-03-17,19,39.00854,0.00028,80.16021,0.00028,20.8832,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:43,12AZIA.RAW: 0158/0163
WASE,1.621,02W1,0.000,2015-03-17,19,41.87401,0.00028,80.04819,0.00028,21.4680,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:43,12AZIA.RAW: 0159/0162
WASE,1.621,02W6,0.000,2015-03-17,19,42.75692,0.00028,83.54786,0.00028,22.3141,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:43,12AZIA.RAW: 0160/0161
WASE,1.621,WASW,1.622,2015-03-17,20,0.00671,0.00028,90.71988,0.00028,28.2518,0.0001,,,S1,T1,constants.csv+fieldbook_antenna12.csv:44,12AZIA.RAW: 0166/0173
WASE,1.621,00W3,0.000,2015-03-17,20,38.30897,0.00028,78.31311,0.00028,21.1442,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:44,12AZIA.RAW: 0167/0172
WASE,1.621,00W4,0.000,2015-03-17,20,40.15717,0.00028,80.12075,0.00028,20.8011,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:44,12AZIA.RAW: 0168/0171
WASE,1.621,00W1,0.000,2015-03-17,20,42.27275,0.00028,80.16169,0.00028,21.7140,0.0001,,,S1,,constants.csv+fieldbook_antenna12.csv:44,12AZIA.RAW: 0169/0170
WASE,1.621,TWSE,0.8000,2015-03-17,21,,,94.91657,0.00028,,,,,S1,,constants.csv+fieldbook_antenna12.csv:46,12AZIA.RAW: 0174/0182
WASE,1.621,TWSE,1.2000,2015-03-17,21,,,92.84315,0.00028,,,,,S1,,constants.csv+fieldbook_antenna12.csv:46,12AZIA.RAW: 0176/0181
WASE,1.621,TWSE,1.6000,2015-03-17,21,,,90.76258,0.00028,,,,,S1,,constants.csv+fieldbook_antenna12.csv:46,12AZIA.RAW: 0177/0180
WASE,1.621,TWSE,2.0000,2015-03-17,21,,,88.68160,0.00028,,,,,S1,,constants.csv+fieldbook_antenna12.csv:46,12AZIA.RAW: 0178/0179
WASW,1.622,TWSW,0.8000,2015-03-17,22,,,93.44603,0.00028,,,,,S2,,constants.csv+fieldbook_antenna12.csv:63,12AZIB.RAW: 0002/0009
WASW,1.622,TWSW,1.2000,2015-03-17,22,,,91.45443,0.00028,,,,,S2,,constants.csv+fieldbook_antenna12.csv:63,12AZIB.RAW: 0003/0008
WASW,1.622,TWSW,1.6000,2015-03-17,22,,,89.45949,0.00028,,,,,S2,,constants.csv+fieldbook_antenna12.csv:63,12AZIB.RAW: 0004/0007
WASW,1.622,TWSW,2.0000,2015-03-17,22,,,87.46483,0.00028,,,,,S2,,constants.csv+fieldbook_antenna12.csv:63,12AZIB.RAW: 0005/0006
WASW,1.622,WASE,1.621,2015-03-17,23,359.99761,0.00028,89.27775,0.00028,28.2519,0.0001,,,S2,T2,constants.csv+fieldbook_antenna12.csv:65,12AZIB.RAW: 0010/0017
WASW,1.622,34X4,0.000,2015-03-17,23,313.32342,0.00028,78.12461,0.00028,19.0672,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:65,12AZIB.RAW: 0011/0016
WASW,1.622,34X3,0.000,2015-03-17,23,313.56750,0.00028,75.52485,0.00028,18.5547,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:65,12AZIB.RAW: 0012/0015
WASW,1.622,34X5,0.000,2015-03-17,23,308.05318,0.00028,74.09951,0.00028,18.1543,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:65,12AZIB.RAW: 0013/0014
WASW,1.622,WASE,1.621,2015-03-17,24,359.99457,0.00028,89.27821,0.00028,28.2517,0.0001,,,S2,T2,constants.csv+fieldbook_antenna12.csv:66,12AZIB.RAW: 0018/0025
WASW,1.622,32X3,0.000,2015-03-17,24,313.58333,0.00028,75.84339,0.00028,18.9640,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:66,12AZIB.RAW: 0019/0024
WASW,1.622,32X5,0.000,2015-03-17,24,309.02689,0.00028,73.97547,0.00028,18.0178,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:66,12AZIB.RAW: 0020/0023
WASW,1.622,32X6,0.000,2015-03-17,24,306.43815,0.00028,81.14668,0.00028,18.5989,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:66,12AZIB.RAW: 0021/0022
WASW,1.622,WASE,1.621,2015-03-17,25,359.99599,0.00028,89.27750,0.00028,28.2519,0.0001,,,S2,T2,constants.csv+fieldbook_antenna12.csv:67,12AZIB.RAW: 0026/0033
WASW,1.622,30X5,0.000,2015-03-17,25,310.11647,0.00028,73.95232,0.00028,17.9928,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:67,12AZIB.RAW: 0027/0032
WASW,1.622,30X1,0.000,2015-03-17,25,308.27957,0.00028,77.86551,0.00028,19.3402,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:67,12AZIB.RAW: 0028/0031
WASW,1.622,30X6,0.000,2015-03-17,25,306.45583,0.00028,80.96407,0.00028,18.2268,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:67,12AZIB.RAW: 0029/0030
WASW,1.622,WASE,1.621,2015-03-17,26,359.99649,0.00028,89.27794,0.00028,28.2518,0.0001,,,S2,T2,constants.csv+fieldbook_antenna12.csv:68,12AZIB.RAW: 0034/0041
WASW,1.622,28X5,0.000,2015-03-17,26,311.15931,0.00028,74.03353,0.00028,18.0825,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:68,12AZIB.RAW: 0035/0040
WASW,1.622,28X1,0.000,2015-03-17,26,307.65617,0.00028,77.73543,0.00028,19.1389,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:68,12AZIB.RAW: 0036/0039
WASW,1.622,28X6,0.000,2015-03-17,26,306.88860,0.00028,80.78704,0.00028,17.8796,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:68,12AZIB.RAW: 0037/0038
WASW,1.622,WASE,1.621,2015-03-17,27,359.99301,0.00028,89.27757,0.00028,28.2519,0.0001,,,S2,T2,constants.csv+fieldbook_antenna12.csv:70,12AZIB.RAW: 0042/0049
WASW,1.622,26X5,0.000,2015-03-17,27,312.01211,0.00028,74.20642,0.00028,18.2752,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:70,12AZIB.RAW: 0043/0048
WASW,1.622,26X6,0.000,2015-03-17,27,307.70468,0.00028,80.63985,0.00028,17.6015,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:70,12AZIB.RAW: 0044/0047
WASW,1.622,26X1,0.000,2015-03-17,27,307.27072,0.00028,77.56643,0.00028,18.8823,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:70,12AZIB.RAW: 0045/0046
WASW,1.622,WASE,1.621,2015-03-17,28,359.99275,0.00028,89.27803,0.00028,28.2518,0.0001,,,S2,T2,constants.csv+fieldbook_antenna12.csv:71,12AZIB.RAW: 0050/0057
WASW,1.622,24X5,0.000,2015-03-17,28,312.57254,0.00028,74.44129,0.00028,18.5442,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:71,12AZIB.RAW: 0051/0056
WASW,1.622,24X6,0.000,2015-03-17,28,308.81196,0.00028,80.54688,0.00028,17.4305,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:71,12AZIB.RAW: 0052/0055
WASW,1.622,24X1,0.000,2015-03-17,28,307.18304,0.00028,77.37461,0.00028,18.6003,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:71,12AZIB.RAW: 0053/0054
WASW,1.622,WASE,1.621,2015-03-17,29,359.99494,0.00028,89.27768,0.00028,28.2520,0.0001,,,S2,T2,constants.csv+fieldbook_antenna12.csv:72,12AZIB.RAW: 0058/0065
WASW,1.622,22X5,0.000,2015-03-17,29,312.78314,0.00028,74.70479,0.00028,18.8555,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:72,12AZIB.RAW: 0059/0064
WASW,1.622,22X6,0.000,2015-03-17,29,310.06618,0.00028,80.52269,0.00028,17.3898,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:72,12AZIB.RAW: 0060/0063
WASW,1.622,22X1,0.000,2015-03-17,29,307.41847,0.00028,77.18194,0.00028,18.3261,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:72,12AZIB.RAW: 0061/0062
WASW,1.622,WASE,1.621,2015-03-17,30,359.99740,0.00028,89.27749,0.00028,28.2518,0.0001,,,S2,T2,constants.csv+fieldbook_antenna12.csv:73,12AZIB.RAW: 0066/0075
WASW,1.622,20X5,0.000,2015-03-17,30,312.63181,0.00028,74.96226,0.00028,19.1697,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:73,12AZIB.RAW: 0067/0074
WASW,1.622,20X6,0.000,2015-03-17,30,311.28067,0.00028,80.57499,0.00028,17.4859,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:73,12AZIB.RAW: 0068/0073
WASW,1.622,20X1,0.000,2015-03-17,30,307.95721,0.00028,77.01524,0.00028,18.0941,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:73,12AZIB.RAW: 0069/0072
WASW,1.622,20X4,0.000,2015-03-17,30,306.35232,0.00028,78.15279,0.00028,19.1122,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:73,12AZIB.RAW: 0070/0071
WASW,1.622,WASE,1.621,2015-03-17,31,359.99476,0.00028,89.27904,0.00028,28.2519,0.0001,,,S2,T2,constants.csv+fieldbook_antenna12.csv:74,12AZIB.RAW: 0076/0083
WASW,1.622,18X6,0.000,2015-03-17,31,312.28271,0.00028,80.69324,0.00028,17.7047,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:74,12AZIB.RAW: 0077/0082
WASW,1.622,18X1,0.000,2015-03-17,31,308.73629,0.00028,76.89718,0.00028,17.9345,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:74,12AZIB.RAW: 0078/0081
WASW,1.622,18X4,0.000,2015-03-17,31,306.01744,0.00028,77.89740,0.00028,18.7152,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:74,12AZIB.RAW: 0079/0080
WASW,1.622,WASE,1.621,2015-03-17,32,0.00000,0.00028,89.27786,0.00028,28.2518,0.0001,,,S2,T2,constants.csv+fieldbook_antenna12.csv:76,12AZIB.RAW: 0084/0095
WASW,1.622,16X6,0.000,2015-03-17,32,312.95589,0.00028,80.85489,0.00028,18.0166,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:76,12AZIB.RAW: 0085/0094
WASW,1.622,16X5,0.000,2015-03-17,32,311.41840,0.00028,75.34817,0.00028,19.6642,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:76,12AZIB.RAW: 0086/0093
WASW,1.622,16X1,0.000,2015-03-17,32,309.66874,0.00028,76.84735,0.00028,17.8682,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:76,12AZIB.RAW: 0087/0092
WASW,1.622,16X3,0.000,2015-03-17,32,306.17378,0.00028,75.98418,0.00028,19.1491,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:76,12AZIB.RAW: 0088/0091
WASW,1.622,16X4,0.000,2015-03-17,32,306.14015,0.00028,77.62297,0.00028,18.3067,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:76,12AZIB.RAW: 0089/0090
WASW,1.622,WASE,1.621,2015-03-17,33,359.99321,0.00028,89.27771,0.00028,28.2518,0.0001,,,S2,T2,constants.csv+fieldbook_antenna12.csv:77,12AZIB.RAW: 0096/0105
WASW,1.622,14X6,0.000,2015-03-17,33,313.21087,0.00028,81.03743,0.00028,18.3793,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:77,12AZIB.RAW: 0097/0104
WASW,1.622,14X1,0.000,2015-03-17,33,310.60904,0.00028,76.87564,0.00028,17.9047,0.0001,,,S2,,constants.csv+fieldbook_antenna12.csv:77,12AZIB.RAW: 0098/0103
