fromstn,tostn,fromhgt,tohgt,obstype,obsset,obsdate,value,error,calcval,residual,reserr,stdres
WASW,12X3,1.622,0.0,HA,796,2015-03-17 00:00:00,306.251900,0.000980,306.251612,0.000288,0.000859,0.3350
WASW,WASE,1.622,1.621,SD,797,2015-03-17 00:00:00,28.252000,0.000190,28.251824,0.000176,0.000189,0.9316
WASW,WASE,1.622,1.621,ZD,798,2015-03-17 00:00:00,89.277500,0.000728,89.277859,-0.000359,0.000707,0.5081
WASW,10X1,1.622,0.0,SD,799,2015-03-17 00:00:00,18.252000,0.000190,18.251952,0.000048,0.000152,0.3161
WASW,10X1,1.622,0.0,ZD,800,2015-03-17 00:00:00,77.129040,0.000728,77.129036,0.000004,0.000702,0.0060
WASW,10X4,1.622,0.0,SD,801,2015-03-17 00:00:00,17.495600,0.000190,17.495569,0.000031,0.000178,0.1739
WASW,10X4,1.622,0.0,ZD,802,2015-03-17 00:00:00,77.039490,0.000728,77.039355,0.000135,0.000704,0.1912
WASW,10X3,1.622,0.0,SD,803,2015-03-17 00:00:00,17.996600,0.000190,17.996433,0.000167,0.000136,1.2245
WASW,10X3,1.622,0.0,ZD,804,2015-03-17 00:00:00,75.065220,0.000728,75.065374,-0.000154,0.000697,0.2205
WASW,WASE,1.622,1.621,HA,805,2015-03-17 00:00:00,359.997500,0.000980,359.998667,-0.001167,0.000786,1.4861
WASW,10X1,1.622,0.0,HA,805,2015-03-17 00:00:00,312.067190,0.000980,312.066845,0.000345,0.000830,0.4161
WASW,10X4,1.622,0.0,HA,805,2015-03-17 00:00:00,309.018920,0.000980,309.018701,0.000219,0.000785,0.2794
WASW,10X3,1.622,0.0,HA,805,2015-03-17 00:00:00,306.988250,0.000980,306.987647,0.000603,0.000828,0.7285
WASW,WASE,1.622,1.621,SD,806,2015-03-17 00:00:00,28.251900,0.000190,28.251824,0.000076,0.000189,0.4017
WASW,WASE,1.622,1.621,ZD,807,2015-03-17 00:00:00,89.278060,0.000728,89.277859,0.000201,0.000707,0.2835
WASW,08X1,1.622,0.0,SD,808,2015-03-17 00:00:00,18.518600,0.000190,18.518618,-0.000018,0.000137,0.1330
WASW,08X1,1.622,0.0,ZD,809,2015-03-17 00:00:00,77.317680,0.000728,77.317535,0.000145,0.000701,0.2067
WASW,08X4,1.622,0.0,SD,810,2015-03-17 00:00:00,17.486900,0.000190,17.486808,0.000092,0.000178,0.5178
WASW,08X4,1.622,0.0,ZD,811,2015-03-17 00:00:00,77.032810,0.000728,77.032605,0.000205,0.000703,0.2920
WASW,08X3,1.622,0.0,SD,812,2015-03-17 00:00:00,17.750500,0.000190,17.750323,0.000177,0.000163,1.0864
WASW,08X3,1.622,0.0,ZD,813,2015-03-17 00:00:00,74.853130,0.000728,74.853182,-0.000052,0.000701,0.0742
WASW,WASE,1.622,1.621,HA,814,2015-03-17 00:00:00,359.998830,0.000980,359.999531,-0.000701,0.000778,0.9009
WASW,08X1,1.622,0.0,HA,814,2015-03-17 00:00:00,312.394150,0.000980,312.393910,0.000240,0.000799,0.3007
WASW,08X4,1.622,0.0,HA,814,2015-03-17 00:00:00,310.439060,0.000980,310.438170,0.000890,0.000777,1.1458
WASW,08X3,1.622,0.0,HA,814,2015-03-17 00:00:00,308.117930,0.000980,308.118360,-0.000430,0.000795,0.5411
WASW,WASE,1.622,1.621,SD,815,2015-03-17 00:00:00,28.251900,0.000190,28.251824,0.000076,0.000189,0.4017
WASW,WASE,1.622,1.621,ZD,816,2015-03-17 00:00:00,89.277720,0.000728,89.277859,-0.000139,0.000707,0.1971
WASW,06X4,1.622,0.0,SD,817,2015-03-17 00:00:00,17.627000,0.000190,17.627137,-0.000137,0.000132,1.0369
WASW,06X4,1.622,0.0,ZD,818,2015-03-17 00:00:00,77.137540,0.000728,77.137528,0.000012,0.000697,0.0171
WASW,06X3,1.622,0.0,SD,819,2015-03-17 00:00:00,17.641200,0.000190,17.641289,-0.000089,0.000179,0.4983
WASW,06X3,1.622,0.0,ZD,820,2015-03-17 00:00:00,74.756490,0.000728,74.757129,-0.000639,0.000703,0.9090
WASW,WASE,1.622,1.621,HA,821,2015-03-17 00:00:00,359.999540,0.000980,360.000078,-0.000538,0.000565,0.9529
WASW,06X4,1.622,0.0,HA,821,2015-03-17 00:00:00,311.752750,0.000980,311.752184,0.000566,0.000761,0.7431
WASW,06X3,1.622,0.0,HA,821,2015-03-17 00:00:00,309.479350,0.000980,309.479378,-0.000028,0.000710,0.0388
WASW,WASE,1.622,1.621,SD,822,2015-03-17 00:00:00,28.251900,0.000190,28.251824,0.000076,0.000189,0.4017
WASW,WASE,1.622,1.621,ZD,823,2015-03-17 00:00:00,89.277930,0.000728,89.277859,0.000071,0.000707,0.0997
WASW,04X4,1.622,0.0,SD,824,2015-03-17 00:00:00,17.897500,0.000190,17.897346,0.000154,0.000144,1.0685
WASW,04X4,1.622,0.0,ZD,825,2015-03-17 00:00:00,77.335360,0.000728,77.334951,0.000409,0.000699,0.5848
WASW,04X3,1.622,0.0,SD,826,2015-03-17 00:00:00,17.682200,0.000190,17.682337,-0.000137,0.000177,0.7743
WASW,04X3,1.622,0.0,ZD,827,2015-03-17 00:00:00,74.793630,0.000728,74.793242,0.000388,0.000702,0.5520
WASW,04X5,1.622,0.0,SD,828,2015-03-17 00:00:00,18.992700,0.000190,18.992572,0.000128,0.000143,0.8924
WASW,04X5,1.622,0.0,ZD,829,2015-03-17 00:00:00,74.819310,0.000728,74.818703,0.000607,0.000697,0.8697
WASW,WASE,1.622,1.621,HA,830,2015-03-17 00:00:00,359.999220,0.000980,359.999942,-0.000722,0.000820,0.8805
WASW,04X4,1.622,0.0,HA,830,2015-03-17 00:00:00,312.796140,0.000980,312.795678,0.000462,0.000827,0.5591
WASW,04X3,1.622,0.0,HA,830,2015-03-17 00:00:00,310.894030,0.000980,310.894128,-0.000098,0.000779,0.1257
WASW,04X5,1.622,0.0,HA,830,2015-03-17 00:00:00,306.853810,0.000980,306.853453,0.000357,0.000798,0.4480
WASW,WASE,1.622,1.621,SD,831,2015-03-17 00:00:00,28.251800,0.000190,28.251824,-0.000024,0.000189,0.1282
WASW,WASE,1.622,1.621,ZD,832,2015-03-17 00:00:00,89.277940,0.000728,89.277859,0.000081,0.000707,0.1138
WASW,02X4,1.622,0.0,SD,833,2015-03-17 00:00:00,18.259600,0.000190,18.259510,0.000090,0.000137,0.6611
WASW,02X4,1.622,0.0,ZD,834,2015-03-17 00:00:00,77.590920,0.000728,77.590242,0.000678,0.000699,0.9691
WASW,02X3,1.622,0.0,SD,835,2015-03-17 00:00:00,17.868300,0.000190,17.868308,-0.000008,0.000165,0.0489
WASW,02X3,1.622,0.0,ZD,836,2015-03-17 00:00:00,74.955760,0.000728,74.955207,0.000553,0.000700,0.7903
WASW,02X5,1.622,0.0,SD,837,2015-03-17 00:00:00,18.675800,0.000190,18.675627,0.000173,0.000152,1.1362
WASW,02X5,1.622,0.0,ZD,838,2015-03-17 00:00:00,74.555310,0.000728,74.554580,0.000730,0.000700,1.0440
WASW,WASE,1.622,1.621,HA,839,2015-03-17 00:00:00,359.997150,0.000980,359.997873,-0.000723,0.000829,0.8727
WASW,02X4,1.622,0.0,HA,839,2015-03-17 00:00:00,313.431390,0.000980,313.430809,0.000581,0.000836,0.6957
WASW,02X3,1.622,0.0,HA,839,2015-03-17 00:00:00,312.148830,0.000980,312.148757,0.000073,0.000806,0.0911
WASW,02X5,1.622,0.0,HA,839,2015-03-17 00:00:00,306.901440,0.000980,306.901371,0.000069,0.000828,0.0828
WASW,WASE,1.622,1.621,SD,840,2015-03-17 00:00:00,28.251900,0.000190,28.251824,0.000076,0.000189,0.4017
WASW,WASE,1.622,1.621,ZD,841,2015-03-17 00:00:00,89.277920,0.000728,89.277859,0.000061,0.000707,0.0856
WASW,00X4,1.622,0.0,SD,842,2015-03-17 00:00:00,18.666400,0.000190,18.666267,0.000133,0.000138,0.9648
WASW,00X4,1.622,0.0,ZD,843,2015-03-17 00:00:00,77.865610,0.000728,77.864930,0.000680,0.000702,0.9694
WASW,00X3,1.622,0.0,SD,844,2015-03-17 00:00:00,18.172900,0.000190,18.172938,-0.000038,0.000151,0.2483
WASW,00X3,1.622,0.0,ZD,845,2015-03-17 00:00:00,75.213820,0.000728,75.213205,0.000615,0.000698,0.8809
WASW,00X5,1.622,0.0,SD,846,2015-03-17 00:00:00,18.384000,0.000190,18.383792,0.000208,0.000162,1.2790
WASW,00X5,1.622,0.0,ZD,847,2015-03-17 00:00:00,74.303530,0.000728,74.302980,0.000550,0.000702,0.7835
WASW,WASE,1.622,1.621,HA,848,2015-03-17 00:00:00,359.998470,0.000980,359.999070,-0.000600,0.000836,0.7178
WASW,00X4,1.622,0.0,HA,848,2015-03-17 00:00:00,313.606140,0.000980,313.605503,0.000637,0.000828,0.7697
WASW,00X3,1.622,0.0,HA,848,2015-03-17 00:00:00,313.077560,0.000980,313.077594,-0.000034,0.000825,0.0415
WASW,00X5,1.622,0.0,HA,848,2015-03-17 00:00:00,307.315140,0.000980,307.315143,-0.000003,0.000825,0.0038
WASW,TWSW,1.622,0.8,ZD,849,2015-03-17 00:00:00,93.442820,0.000728,93.444704,-0.001884,0.000644,2.9269
WASW,TWSW,1.622,1.2,ZD,850,2015-03-17 00:00:00,91.452930,0.000728,91.453510,-0.000580,0.000683,0.8489
WASW,TWSW,1.622,1.6,ZD,851,2015-03-17 00:00:00,89.458250,0.000728,89.458800,-0.000550,0.000683,0.8049
WASW,TWSW,1.622,2.0,ZD,852,2015-03-17 00:00:00,87.465250,0.000728,87.465401,-0.000151,0.000644,0.2342
WASW,TWSW,1.622,0.8,ZD,853,2015-03-18 00:00:00,93.441100,0.000728,93.443073,-0.001973,0.000644,3.0664
WASW,TWSW,1.622,1.2,ZD,854,2015-03-18 00:00:00,91.449780,0.000728,91.451875,-0.002095,0.000683,3.0662
WASW,TWSW,1.622,1.6,ZD,855,2015-03-18 00:00:00,89.457330,0.000728,89.457164,0.000166,0.000683,0.2432
WASW,TWSW,1.622,2.0,ZD,856,2015-03-18 00:00:00,87.465150,0.000728,87.463768,0.001382,0.000643,2.1483
WASW,WASE,1.622,1.625,SD,857,2015-03-18 00:00:00,28.251500,0.000190,28.251809,-0.000309,0.000189,1.6392
WASW,WASE,1.622,1.625,ZD,858,2015-03-18 00:00:00,89.280530,0.000728,89.280255,0.000275,0.000691,0.3988
WASW,90Y5,1.622,0.0,SD,859,2015-03-18 00:00:00,18.112100,0.000190,18.112231,-0.000131,0.000183,0.7188
WASW,90Y5,1.622,0.0,ZD,860,2015-03-18 00:00:00,72.369220,0.000728,72.369907,-0.000687,0.000670,1.0262
WASW,90Y4,1.622,0.0,SD,861,2015-03-18 00:00:00,18.552500,0.000190,18.552515,-0.000015,0.000182,0.0804
WASW,90Y4,1.622,0.0,ZD,862,2015-03-18 00:00:00,73.010710,0.000728,73.010377,0.000333,0.000673,0.4952
WASW,90Y3,1.622,0.0,SD,863,2015-03-18 00:00:00,19.607000,0.000190,19.607313,-0.000313,0.000173,1.8123
WASW,90Y3,1.622,0.0,ZD,864,2015-03-18 00:00:00,68.510210,0.000728,68.510200,0.000010,0.000594,0.0172
WASW,90Y1,1.622,0.0,SD,865,2015-03-18 00:00:00,20.425600,0.000190,20.425488,0.000112,0.000156,0.7188
WASW,90Y1,1.622,0.0,ZD,866,2015-03-18 00:00:00,65.671750,0.000728,65.671770,-0.000020,0.000461,0.0424
WASW,WASE,1.622,1.625,HA,867,2015-03-18 00:00:00,0.000180,0.000980,0.000700,-0.000520,0.000789,0.6591
WASW,90Y5,1.622,0.0,HA,867,2015-03-18 00:00:00,309.137000,0.000980,309.137519,-0.000519,0.000847,0.6125
WASW,90Y4,1.622,0.0,HA,867,2015-03-18 00:00:00,305.262710,0.000980,305.262672,0.000038,0.000847,0.0444
WASW,90Y3,1.622,0.0,HA,867,2015-03-18 00:00:00,294.962360,0.000980,294.961906,0.000454,0.000849,0.5350
WASW,90Y1,1.622,0.0,HA,867,2015-03-18 00:00:00,288.412990,0.000980,288.412443,0.000547,0.000826,0.6622
WASW,WASE,1.622,1.625,SD,868,2015-03-18 00:00:00,28.251500,0.000190,28.251809,-0.000309,0.000189,1.6392
WASW,WASE,1.622,1.625,ZD,869,2015-03-18 00:00:00,89.280180,0.000728,89.280255,-0.000075,0.000691,0.1080
WASW,80Y5,1.622,0.0,SD,870,2015-03-18 00:00:00,18.104300,0.000190,18.104395,-0.000095,0.000183,0.5163
WASW,80Y5,1.622,0.0,ZD,871,2015-03-18 00:00:00,72.448500,0.000728,72.449053,-0.000553,0.000680,0.8124
WASW,80Y4,1.622,0.0,SD,872,2015-03-18 00:00:00,18.502000,0.000190,18.501849,0.000151,0.000183,0.8241
WASW,80Y4,1.622,0.0,ZD,873,2015-03-18 00:00:00,73.526920,0.000728,73.526820,0.000100,0.000680,0.1478
WASW,80Y3,1.622,0.0,SD,874,2015-03-18 00:00:00,19.443100,0.000190,19.443231,-0.000131,0.000176,0.7474
WASW,80Y3,1.622,0.0,ZD,875,2015-03-18 00:00:00,70.187170,0.000728,70.187213,-0.000043,0.000595,0.0719
WASW,80Y1,1.622,0.0,SD,876,2015-03-18 00:00:00,20.195400,0.000190,20.195316,0.000084,0.000165,0.5092
WASW,80Y1,1.622,0.0,ZD,877,2015-03-18 00:00:00,68.045320,0.000728,68.045152,0.000168,0.000458,0.3674
WASW,WASE,1.622,1.625,HA,878,2015-03-18 00:00:00,0.000470,0.000980,0.000917,-0.000447,0.000809,0.5531
WASW,80Y5,1.622,0.0,HA,878,2015-03-18 00:00:00,309.101220,0.000980,309.101659,-0.000439,0.000850,0.5162
WASW,80Y4,1.622,0.0,HA,878,2015-03-18 00:00:00,305.283420,0.000980,305.283459,-0.000039,0.000848,0.0462
WASW,80Y3,1.622,0.0,HA,878,2015-03-18 00:00:00,294.397420,0.000980,294.396788,0.000632,0.000852,0.7425
WASW,80Y1,1.622,0.0,HA,878,2015-03-18 00:00:00,287.492430,0.000980,287.492137,0.000293,0.000840,0.3483
WASW,WASE,1.622,1.625,SD,879,2015-03-18 00:00:00,28.251400,0.000190,28.251809,-0.000409,0.000189,2.1691
WASW,WASE,1.622,1.625,ZD,880,2015-03-18 00:00:00,89.280220,0.000728,89.280255,-0.000035,0.000691,0.0501
WASW,70Y5,1.622,0.0,SD,881,2015-03-18 00:00:00,18.091500,0.000190,18.091693,-0.000193,0.000184,1.0505
WASW,70Y5,1.622,0.0,ZD,882,2015-03-18 00:00:00,72.577470,0.000728,72.577675,-0.000205,0.000691,0.2971
WASW,70Y4,1.622,0.0,SD,883,2015-03-18 00:00:00,18.425200,0.000190,18.425029,0.000171,0.000183,0.9324
WASW,70Y4,1.622,0.0,ZD,884,2015-03-18 00:00:00,74.311810,0.000728,74.311685,0.000125,0.000687,0.1819
WASW,70Y3,1.622,0.0,SD,885,2015-03-18 00:00:00,19.178300,0.000190,19.178469,-0.000169,0.000178,0.9505
WASW,70Y3,1.622,0.0,ZD,886,2015-03-18 00:00:00,72.890690,0.000728,72.890643,0.000047,0.000596,0.0793
WASW,70Y1,1.622,0.0,SD,887,2015-03-18 00:00:00,19.819300,0.000190,19.819127,0.000173,0.000170,1.0157
WASW,70Y1,1.622,0.0,ZD,888,2015-03-18 00:00:00,71.903940,0.000728,71.903836,0.000104,0.000454,0.2285
WASW,WASE,1.622,1.625,HA,889,2015-03-18 00:00:00,0.000830,0.000980,0.001166,-0.000336,0.000829,0.4056
WASW,70Y5,1.622,0.0,HA,889,2015-03-18 00:00:00,309.067600,0.000980,309.068043,-0.000443,0.000852,0.5201
WASW,70Y4,1.622,0.0,HA,889,2015-03-18 00:00:00,305.451250,0.000980,305.451335,-0.000085,0.000850,0.0997
WASW,70Y3,1.622,0.0,HA,889,2015-03-18 00:00:00,293.973720,0.000980,293.973327,0.000393,0.000854,0.4598
WASW,70Y1,1.622,0.0,HA,889,2015-03-18 00:00:00,286.697930,0.000980,286.697458,0.000472,0.000851,0.5544
WASW,WASE,1.622,1.625,SD,890,2015-03-18 00:00:00,28.251600,0.000190,28.251809,-0.000209,0.000189,1.1093
WASW,WASE,1.622,1.625,ZD,891,2015-03-18 00:00:00,89.279780,0.000728,89.280255,-0.000475,0.000691,0.6872
WASW,60Y5,1.622,0.0,SD,892,2015-03-18 00:00:00,18.079800,0.000190,18.079820,-0.000020,0.000184,0.1109
WASW,60Y5,1.622,0.0,ZD,893,2015-03-18 00:00:00,72.697710,0.000728,72.698250,-0.000540,0.000696,0.7757
WASW,60Y4,1.622,0.0,SD,894,2015-03-18 00:00:00,18.358500,0.000190,18.358583,-0.000083,0.000183,0.4503
WASW,60Y4,1.622,0.0,ZD,895,2015-03-18 00:00:00,74.992560,0.000728,74.992664,-0.000104,0.000691,0.1507
WASW,60Y3,1.622,0.0,SD,896,2015-03-18 00:00:00,18.931900,0.000190,18.931894,0.000006,0.000178,0.0354
WASW,60Y3,1.622,0.0,ZD,897,2015-03-18 00:00:00,75.410820,0.000728,75.410695,0.000125,0.000598,0.2094
WASW,60Y1,1.622,0.0,SD,898,2015-03-18 00:00:00,19.463700,0.000190,19.463550,0.000150,0.000170,0.8800
WASW,60Y1,1.622,0.0,ZD,899,2015-03-18 00:00:00,75.544600,0.000728,75.544475,0.000125,0.000450,0.2783
WASW,WASE,1.622,1.625,HA,900,2015-03-18 00:00:00,0.000970,0.000980,0.001265,-0.000295,0.000840,0.3515
WASW,60Y5,1.622,0.0,HA,900,2015-03-18 00:00:00,309.060940,0.000980,309.061238,-0.000298,0.000852,0.3502
WASW,60Y4,1.622,0.0,HA,900,2015-03-18 00:00:00,305.743310,0.000980,305.743322,-0.000012,0.000850,0.0139
WASW,60Y3,1.622,0.0,HA,900,2015-03-18 00:00:00,294.068470,0.000980,294.068344,0.000126,0.000854,0.1478
WASW,60Y1,1.622,0.0,HA,900,2015-03-18 00:00:00,286.638350,0.000980,286.637871,0.000479,0.000853,0.5620
WASW,WASE,1.622,1.625,SD,901,2015-03-18 00:00:00,28.251700,0.000190,28.251809,-0.000109,0.000189,0.5794
WASW,WASE,1.622,1.625,ZD,902,2015-03-18 00:00:00,89.279750,0.000728,89.280255,-0.000505,0.000691,0.7306
WASW,50Y5,1.622,0.0,SD,903,2015-03-18 00:00:00,18.067800,0.000190,18.068040,-0.000240,0.000184,1.3021
WASW,50Y5,1.622,0.0,ZD,904,2015-03-18 00:00:00,72.818170,0.000728,72.818216,-0.000046,0.000698,0.0666
WASW,50Y4,1.622,0.0,SD,905,2015-03-18 00:00:00,18.297600,0.000190,18.297693,-0.000093,0.000184,0.5065
WASW,50Y4,1.622,0.0,ZD,906,2015-03-18 00:00:00,75.618620,0.000728,75.618921,-0.000301,0.000693,0.4342
WASW,50Y3,1.622,0.0,SD,907,2015-03-18 00:00:00,18.688300,0.000190,18.688028,0.000272,0.000178,1.5308
WASW,50Y3,1.622,0.0,ZD,908,2015-03-18 00:00:00,77.911940,0.000728,77.911317,0.000623,0.000602,1.0358
WASW,50Y1,1.622,0.0,SD,909,2015-03-18 00:00:00,19.106700,0.000190,19.106684,0.000016,0.000170,0.0948
WASW,50Y1,1.622,0.0,ZD,910,2015-03-18 00:00:00,79.210030,0.000728,79.210178,-0.000148,0.000451,0.3291
WASW,WASE,1.622,1.625,HA,911,2015-03-18 00:00:00,0.001250,0.000980,0.001300,-0.000050,0.000844,0.0598
WASW,50Y5,1.622,0.0,HA,911,2015-03-18 00:00:00,309.077430,0.000980,309.077481,-0.000051,0.000850,0.0601
WASW,50Y4,1.622,0.0,HA,911,2015-03-18 00:00:00,306.159000,0.000980,306.159194,-0.000194,0.000851,0.2284
WASW,50Y3,1.622,0.0,HA,911,2015-03-18 00:00:00,294.620790,0.000980,294.621062,-0.000272,0.000852,0.3197
WASW,50Y1,1.622,0.0,HA,911,2015-03-18 00:00:00,287.213710,0.000980,287.213142,0.000568,0.000850,0.6687
WASW,WASE,1.622,1.625,SD,912,2015-03-18 00:00:00,28.251600,0.000190,28.251809,-0.000209,0.000189,1.1093
WASW,WASE,1.622,1.625,ZD,913,2015-03-18 00:00:00,89.280260,0.000728,89.280255,0.000005,0.000691,0.0078
WASW,40Y5,1.622,0.0,SD,914,2015-03-18 00:00:00,18.056800,0.000190,18.056732,0.000068,0.000184,0.3710
WASW,40Y5,1.622,0.0,ZD,915,2015-03-18 00:00:00,72.933790,0.000728,72.933695,0.000095,0.000698,0.1360
WASW,40Y4,1.622,0.0,SD,916,2015-03-18 00:00:00,18.244400,0.000190,18.244381,0.000019,0.000184,0.1023
WASW,40Y4,1.622,0.0,ZD,917,2015-03-18 00:00:00,76.169570,0.000728,76.169724,-0.000154,0.000693,0.2220
WASW,40Y3,1.622,0.0,SD,918,2015-03-18 00:00:00,18.455300,0.000190,18.455000,0.000300,0.000179,1.6788
WASW,40Y3,1.622,0.0,ZD,919,2015-03-18 00:00:00,80.314830,0.000728,80.314448,0.000382,0.000607,0.6292
WASW,40Y1,1.622,0.0,SD,920,2015-03-18 00:00:00,18.760100,0.000190,18.760304,-0.000204,0.000170,1.2022
WASW,40Y1,1.622,0.0,ZD,921,2015-03-18 00:00:00,82.796970,0.000728,82.797180,-0.000210,0.000456,0.4598
WASW,WASE,1.622,1.625,HA,922,2015-03-18 00:00:00,0.002320,0.000980,0.002275,0.000045,0.000840,0.0540
WASW,40Y5,1.622,0.0,HA,922,2015-03-18 00:00:00,309.117330,0.000980,309.117202,0.000128,0.000846,0.1509
WASW,40Y4,1.622,0.0,HA,922,2015-03-18 00:00:00,306.686600,0.000980,306.686528,0.000072,0.000850,0.0848
WASW,40Y3,1.622,0.0,HA,922,2015-03-18 00:00:00,295.619890,0.000980,295.620475,-0.000585,0.000849,0.6892
WASW,40Y1,1.622,0.0,HA,922,2015-03-18 00:00:00,288.420040,0.000980,288.419700,0.000340,0.000842,0.4041
WASW,WASE,1.622,1.625,SD,923,2015-03-18 00:00:00,28.251600,0.000190,28.251809,-0.000209,0.000189,1.1093
WASW,WASE,1.622,1.625,ZD,924,2015-03-18 00:00:00,89.280760,0.000728,89.280255,0.000505,0.000691,0.7318
WASW,30Y5,1.622,0.0,SD,925,2015-03-18 00:00:00,18.046100,0.000190,18.046223,-0.000123,0.000184,0.6682
WASW,30Y5,1.622,0.0,ZD,926,2015-03-18 00:00:00,73.041600,0.000728,73.041355,0.000245,0.000696,0.3519
WASW,30Y4,1.622,0.0,SD,927,2015-03-18 00:00:00,18.200300,0.000190,18.200237,0.000063,0.000184,0.3443
WASW,30Y4,1.622,0.0,ZD,928,2015-03-18 00:00:00,76.628810,0.000728,76.628637,0.000173,0.000691,0.2505
WASW,30Y3,1.622,0.0,SD,929,2015-03-18 00:00:00,18.240400,0.000190,18.240037,0.000363,0.000179,2.0252
WASW,30Y3,1.622,0.0,ZD,930,2015-03-18 00:00:00,82.549500,0.000728,82.548939,0.000561,0.000615,0.9119
WASW,30Y1,1.622,0.0,SD,931,2015-03-18 00:00:00,18.434800,0.000190,18.435223,-0.000423,0.000171,2.4780
WASW,30Y1,1.622,0.0,ZD,932,2015-03-18 00:00:00,86.205670,0.000728,86.206286,-0.000616,0.000468,1.3151
WASW,WASE,1.622,1.625,HA,933,2015-03-18 00:00:00,0.003640,0.000980,0.003754,-0.000114,0.000828,0.1379
WASW,30Y5,1.622,0.0,HA,933,2015-03-18 00:00:00,309.179010,0.000980,309.178788,0.000222,0.000839,0.2642
WASW,30Y4,1.622,0.0,HA,933,2015-03-18 00:00:00,307.309810,0.000980,307.309609,0.000201,0.000849,0.2373
WASW,30Y3,1.622,0.0,HA,933,2015-03-18 00:00:00,297.046180,0.000980,297.046861,-0.000681,0.000845,0.8055
WASW,30Y1,1.622,0.0,HA,933,2015-03-18 00:00:00,290.250290,0.000980,290.249918,0.000372,0.000826,0.4498
WASW,WASE,1.622,1.625,SD,934,2015-03-18 00:00:00,28.251500,0.000190,28.251809,-0.000309,0.000189,1.6392
WASW,WASE,1.622,1.625,ZD,935,2015-03-18 00:00:00,89.280150,0.000728,89.280255,-0.000105,0.000691,0.1514
WASW,20Y5,1.622,0.0,SD,936,2015-03-18 00:00:00,18.036800,0.000190,18.036818,-0.000018,0.000184,0.0968
WASW,20Y5,1.622,0.0,ZD,937,2015-03-18 00:00:00,73.137930,0.000728,73.138079,-0.000149,0.000692,0.2145
WASW,20Y4,1.622,0.0,SD,938,2015-03-18 00:00:00,18.166500,0.000190,18.166616,-0.000116,0.000183,0.6318
WASW,20Y4,1.622,0.0,ZD,939,2015-03-18 00:00:00,76.981260,0.000728,76.981522,-0.000262,0.000686,0.3820
WASW,20Y3,1.622,0.0,SD,940,2015-03-18 00:00:00,18.050500,0.000190,18.050092,0.000408,0.000179,2.2756
WASW,20Y3,1.622,0.0,ZD,941,2015-03-18 00:00:00,84.543930,0.000728,84.543112,0.000818,0.000625,1.3097
WASW,20Y1,1.622,0.0,SD,942,2015-03-18 00:00:00,18.141700,0.000190,18.142201,-0.000501,0.000171,2.9257
WASW,20Y1,1.622,0.0,ZD,943,2015-03-18 00:00:00,89.329190,0.000728,89.329803,-0.000613,0.000490,1.2516
WASW,WASE,1.622,1.625,HA,944,2015-03-18 00:00:00,0.004610,0.000980,0.004910,-0.000300,0.000806,0.3721
WASW,20Y5,1.622,0.0,HA,944,2015-03-18 00:00:00,309.260420,0.000980,309.259733,0.000687,0.000828,0.8302
WASW,20Y4,1.622,0.0,HA,944,2015-03-18 00:00:00,308.010430,0.000980,308.010092,0.000338,0.000846,0.3999
WASW,20Y3,1.622,0.0,HA,944,2015-03-18 00:00:00,298.870810,0.000980,298.871551,-0.000741,0.000838,0.8849
WASW,20Y1,1.622,0.0,HA,944,2015-03-18 00:00:00,292.689250,0.000980,292.689234,0.000016,0.000799,0.0196
WASW,WASE,1.622,1.625,SD,945,2015-03-18 00:00:00,28.251600,0.000190,28.251809,-0.000209,0.000189,1.1093
WASW,WASE,1.622,1.625,ZD,946,2015-03-18 00:00:00,89.280510,0.000728,89.280255,0.000255,0.000691,0.3698
WASW,10Y5,1.622,0.0,SD,947,2015-03-18 00:00:00,18.028700,0.000190,18.028815,-0.000115,0.000184,0.6263
WASW,10Y5,1.622,0.0,ZD,948,2015-03-18 00:00:00,73.220470,0.000728,73.220798,-0.000328,0.000685,0.4792
WASW,10Y4,1.622,0.0,SD,949,2015-03-18 00:00:00,18.144500,0.000190,18.144664,-0.000164,0.000182,0.9056
WASW,10Y4,1.622,0.0,ZD,950,2015-03-18 00:00:00,77.215890,0.000728,77.216286,-0.000396,0.000676,0.5851
WASW,10Y3,1.622,0.0,SD,951,2015-03-18 00:00:00,17.892400,0.000190,17.892060,0.000340,0.000177,1.9239
WASW,10Y3,1.622,0.0,ZD,952,2015-03-18 00:00:00,86.223070,0.000728,86.222208,0.000862,0.000635,1.3577
WASW,10Y1,1.622,0.0,SD,953,2015-03-18 00:00:00,17.891800,0.000190,17.892276,-0.000476,0.000167,2.8423
WASW,10Y1,1.622,0.0,ZD,954,2015-03-18 00:00:00,92.044710,0.000728,92.045505,-0.000795,0.000522,1.5226
WASW,WASE,1.622,1.625,HA,955,2015-03-18 00:00:00,0.005370,0.000980,0.005939,-0.000569,0.000771,0.7385
WASW,10Y5,1.622,0.0,HA,955,2015-03-18 00:00:00,309.358440,0.000980,309.357828,0.000612,0.000812,0.7539
WASW,10Y4,1.622,0.0,HA,955,2015-03-18 00:00:00,308.766900,0.000980,308.766681,0.000219,0.000840,0.2606
WASW,10Y3,1.622,0.0,HA,955,2015-03-18 00:00:00,301.049490,0.000980,301.049853,-0.000363,0.000828,0.4387
WASW,10Y1,1.622,0.0,HA,955,2015-03-18 00:00:00,295.701110,0.000980,295.701009,0.000101,0.000750,0.1348
