fromstn,tostn,fromhgt,tohgt,obstype,obsset,obsdate,value,error,calcval,residual,reserr,stdres
WAW2,WAW3,1.57,1.571,HA,436,2015-03-18 00:00:00,204.829810,0.000980,204.829866,-0.000056,0.000888,0.0628
WAW2,WARK,0.0,0.0,HA,436,2015-03-18 00:00:00,234.232400,0.000980,234.231628,0.000772,0.000892,0.8649
WAW2,WARK,0.0,0.0,HA,436,2015-03-18 00:00:00,234.228630,0.000980,234.231628,-0.002998,0.000892,3.3613
WAW2,WARK,0.0,0.0,HA,436,2015-03-18 00:00:00,234.232940,0.000980,234.231628,0.001312,0.000892,1.4702
WAW2,WAW1,1.57,1.584,HA,436,2015-03-18 00:00:00,264.971030,0.000980,264.970837,0.000193,0.000893,0.2162
WAW2,WASW,1.57,1.621,SD,437,2015-03-18 00:00:00,59.879400,0.000190,59.879094,0.000306,0.000179,1.7071
WAW2,WASW,1.57,1.621,ZD,438,2015-03-18 00:00:00,78.869110,0.000728,78.868135,0.000975,0.000674,1.4476
WAW2,WAS3,1.57,1.601,SD,439,2015-03-18 00:00:00,100.295900,0.000190,100.295708,0.000192,0.000185,1.0376
WAW2,WAS3,1.57,1.601,ZD,440,2015-03-18 00:00:00,94.419350,0.000728,94.419058,0.000292,0.000701,0.4170
WAW2,WAW3,1.57,1.571,SD,441,2015-03-18 00:00:00,17.349000,0.000190,17.348971,0.000029,0.000185,0.1569
WAW2,WAW3,1.57,1.571,ZD,442,2015-03-18 00:00:00,91.387470,0.000728,91.387867,-0.000397,0.000651,0.6101
WAW2,WAW1,1.57,1.584,SD,443,2015-03-18 00:00:00,17.245100,0.000190,17.245098,0.000002,0.000183,0.0115
WAW2,WAW1,1.57,1.584,ZD,444,2015-03-18 00:00:00,89.578470,0.000728,89.578725,-0.000255,0.000653,0.3901
WAW2,WASW,1.57,1.621,HA,445,2015-03-18 00:00:00,359.998720,0.000980,359.998288,0.000432,0.000886,0.4876
WAW2,WAS3,1.57,1.601,HA,445,2015-03-18 00:00:00,198.248470,0.000980,198.247661,0.000809,0.000889,0.9103
WAW2,WAW3,1.57,1.571,HA,445,2015-03-18 00:00:00,204.829670,0.000980,204.829654,0.000016,0.000888,0.0176
WAW2,WARK,0.0,0.0,HA,445,2015-03-18 00:00:00,234.232220,0.000980,234.231417,0.000803,0.000892,0.9001
WAW2,WARK,0.0,0.0,HA,445,2015-03-18 00:00:00,234.227950,0.000980,234.231417,-0.003467,0.000892,3.8866
WAW2,WARK,0.0,0.0,HA,445,2015-03-18 00:00:00,234.232440,0.000980,234.231417,0.001023,0.000892,1.1467
WAW2,WAW1,1.57,1.584,HA,445,2015-03-18 00:00:00,264.971010,0.000980,264.970626,0.000384,0.000893,0.4306
WAW3,WAS3,1.571,1.601,SD,446,2015-03-18 00:00:00,83.113600,0.000190,83.113698,-0.000098,0.000184,0.5303
WAW3,WAS3,1.571,1.601,ZD,447,2015-03-18 00:00:00,95.043650,0.000728,95.043734,-0.000084,0.000689,0.1225
WAW3,WAW1,1.571,1.584,SD,448,2015-03-18 00:00:00,17.339800,0.000190,17.339950,-0.000150,0.000183,0.8180
WAW3,WAW1,1.571,1.584,ZD,449,2015-03-18 00:00:00,88.191170,0.000728,88.190937,0.000233,0.000653,0.3576
WAW3,WANW,1.571,1.674,SD,450,2015-03-18 00:00:00,60.421100,0.000190,60.421325,-0.000225,0.000180,1.2493
WAW3,WANW,1.571,1.674,ZD,451,2015-03-18 00:00:00,79.176640,0.000728,79.177058,-0.000418,0.000675,0.6192
WAW3,WAW2,1.571,1.575,SD,452,2015-03-18 00:00:00,17.349300,0.000190,17.348985,0.000315,0.000185,1.7015
WAW3,WAW2,1.571,1.575,ZD,453,2015-03-18 00:00:00,88.610460,0.000728,88.610355,0.000105,0.000651,0.1615
WAW3,WAS3,1.571,1.601,HA,454,2015-03-18 00:00:00,0.000810,0.000980,0.000580,0.000230,0.000867,0.2654
WAW3,WAW1,1.571,1.584,HA,454,2015-03-18 00:00:00,128.313810,0.000980,128.312961,0.000849,0.000881,0.9631
WAW3,WARK,0.0,0.0,HA,454,2015-03-18 00:00:00,157.949880,0.000980,157.952123,-0.002243,0.000870,2.5777
WAW3,WARK,0.0,0.0,HA,454,2015-03-18 00:00:00,157.952390,0.000980,157.952123,0.000267,0.000870,0.3067
WAW3,WANW,1.571,1.674,HA,454,2015-03-18 00:00:00,162.669900,0.000980,162.669203,0.000697,0.000881,0.7913
WAW3,WAW2,1.571,1.575,HA,454,2015-03-18 00:00:00,187.958720,0.000980,187.958520,0.000200,0.000879,0.2273
WAW3,WAS3,1.571,1.601,SD,455,2015-03-18 00:00:00,83.113700,0.000190,83.113698,0.000002,0.000184,0.0136
WAW3,WAS3,1.571,1.601,ZD,456,2015-03-18 00:00:00,95.043600,0.000728,95.043734,-0.000134,0.000689,0.1950
WAW3,WAW1,1.571,1.584,SD,457,2015-03-18 00:00:00,17.339800,0.000190,17.339950,-0.000150,0.000183,0.8180
WAW3,WAW1,1.571,1.584,ZD,458,2015-03-18 00:00:00,88.190960,0.000728,88.190937,0.000023,0.000653,0.0359
WAW3,WANW,1.571,1.674,SD,459,2015-03-18 00:00:00,60.421400,0.000190,60.421325,0.000075,0.000180,0.4157
WAW3,WANW,1.571,1.674,ZD,460,2015-03-18 00:00:00,79.177040,0.000728,79.177058,-0.000018,0.000675,0.0265
WAW3,WAW2,1.571,1.575,SD,461,2015-03-18 00:00:00,17.349200,0.000190,17.348985,0.000215,0.000185,1.1614
WAW3,WAW2,1.571,1.575,ZD,462,2015-03-18 00:00:00,88.610490,0.000728,88.610355,0.000135,0.000651,0.2076
WAW3,WAS3,1.571,1.601,HA,463,2015-03-18 00:00:00,0.000670,0.000980,0.000563,0.000107,0.000867,0.1232
WAW3,WAW1,1.571,1.584,HA,463,2015-03-18 00:00:00,128.313860,0.000980,128.312944,0.000916,0.000881,1.0387
WAW3,WARK,0.0,0.0,HA,463,2015-03-18 00:00:00,157.949220,0.000980,157.952106,-0.002886,0.000870,3.3170
WAW3,WARK,0.0,0.0,HA,463,2015-03-18 00:00:00,157.953880,0.000980,157.952106,0.001774,0.000870,2.0381
WAW3,WANW,1.571,1.674,HA,463,2015-03-18 00:00:00,162.669350,0.000980,162.669186,0.000164,0.000881,0.1862
WAW3,WAW2,1.571,1.575,HA,463,2015-03-18 00:00:00,187.958430,0.000980,187.958503,-0.000073,0.000879,0.0836
WAW3,WAS3,1.571,1.601,SD,464,2015-03-18 00:00:00,83.113700,0.000190,83.113698,0.000002,0.000184,0.0136
WAW3,WAS3,1.571,1.601,ZD,465,2015-03-18 00:00:00,95.043260,0.000728,95.043734,-0.000474,0.000689,0.6885
WAW3,WAW1,1.571,1.584,SD,466,2015-03-18 00:00:00,17.339800,0.000190,17.339950,-0.000150,0.000183,0.8180
WAW3,WAW1,1.571,1.584,ZD,467,2015-03-18 00:00:00,88.191080,0.000728,88.190937,0.000143,0.000653,0.2197
WAW3,WANW,1.571,1.674,SD,468,2015-03-18 00:00:00,60.421100,0.000190,60.421325,-0.000225,0.000180,1.2493
WAW3,WANW,1.571,1.674,ZD,469,2015-03-18 00:00:00,79.176830,0.000728,79.177058,-0.000228,0.000675,0.3377
WAW3,WAW2,1.571,1.575,SD,470,2015-03-18 00:00:00,17.349200,0.000190,17.348985,0.000215,0.000185,1.1614
WAW3,WAW2,1.571,1.575,ZD,471,2015-03-18 00:00:00,88.610330,0.000728,88.610355,-0.000025,0.000651,0.0381
WAW3,WAS3,1.571,1.601,HA,472,2015-03-18 00:00:00,0.000790,0.000980,0.000843,-0.000053,0.000867,0.0614
WAW3,WAW1,1.571,1.584,HA,472,2015-03-18 00:00:00,128.313860,0.000980,128.313224,0.000636,0.000881,0.7210
WAW3,WARK,0.0,0.0,HA,472,2015-03-18 00:00:00,157.949970,0.000980,157.952386,-0.002416,0.000870,2.7769
WAW3,WARK,0.0,0.0,HA,472,2015-03-18 00:00:00,157.953940,0.000980,157.952386,0.001554,0.000870,1.7853
WAW3,WANW,1.571,1.674,HA,472,2015-03-18 00:00:00,162.669670,0.000980,162.669466,0.000204,0.000881,0.2316
WAW3,WAW2,1.571,1.575,HA,472,2015-03-18 00:00:00,187.958860,0.000980,187.958783,0.000077,0.000879,0.0870
WAW3,WAS3,1.571,1.601,SD,473,2015-03-18 00:00:00,83.113600,0.000190,83.113698,-0.000098,0.000184,0.5303
WAW3,WAS3,1.571,1.601,ZD,474,2015-03-18 00:00:00,95.043330,0.000728,95.043734,-0.000404,0.000689,0.5869
WAW3,WAW1,1.571,1.584,SD,475,2015-03-18 00:00:00,17.339700,0.000190,17.339950,-0.000250,0.000183,1.3641
WAW3,WAW1,1.571,1.584,ZD,476,2015-03-18 00:00:00,88.190790,0.000728,88.190937,-0.000147,0.000653,0.2245
WAW3,WANW,1.571,1.674,SD,477,2015-03-18 00:00:00,60.421300,0.000190,60.421325,-0.000025,0.000180,0.1393
WAW3,WANW,1.571,1.674,ZD,478,2015-03-18 00:00:00,79.176710,0.000728,79.177058,-0.000348,0.000675,0.5155
WAW3,WAW2,1.571,1.575,SD,479,2015-03-18 00:00:00,17.349200,0.000190,17.348985,0.000215,0.000185,1.1614
WAW3,WAW2,1.571,1.575,ZD,480,2015-03-18 00:00:00,88.610360,0.000728,88.610355,0.000005,0.000651,0.0080
WAW3,WAS3,1.571,1.601,HA,481,2015-03-18 00:00:00,0.001040,0.000980,0.000990,0.000050,0.000867,0.0578
WAW3,WAW1,1.571,1.584,HA,481,2015-03-18 00:00:00,128.314100,0.000980,128.313371,0.000729,0.000881,0.8269
WAW3,WARK,0.0,0.0,HA,481,2015-03-18 00:00:00,157.950490,0.000980,157.952533,-0.002043,0.000870,2.3479
WAW3,WARK,0.0,0.0,HA,481,2015-03-18 00:00:00,157.953850,0.000980,157.952533,0.001317,0.000870,1.5133
WAW3,WANW,1.571,1.674,HA,481,2015-03-18 00:00:00,162.669710,0.000980,162.669613,0.000097,0.000881,0.1105
WAW3,WAW2,1.571,1.575,HA,481,2015-03-18 00:00:00,187.958780,0.000980,187.958930,-0.000150,0.000879,0.1708
WAW3,WAS3,1.571,1.601,SD,482,2015-03-18 00:00:00,83.113800,0.000190,83.113698,0.000102,0.000184,0.5574
WAW3,WAS3,1.571,1.601,ZD,483,2015-03-18 00:00:00,95.043350,0.000728,95.043734,-0.000384,0.000689,0.5579
WAW3,WAW1,1.571,1.584,SD,484,2015-03-18 00:00:00,17.339900,0.000190,17.339950,-0.000050,0.000183,0.2720
WAW3,WAW1,1.571,1.584,ZD,485,2015-03-18 00:00:00,88.190920,0.000728,88.190937,-0.000017,0.000653,0.0254
WAW3,WANW,1.571,1.674,SD,486,2015-03-18 00:00:00,60.421300,0.000190,60.421325,-0.000025,0.000180,0.1393
WAW3,WANW,1.571,1.674,ZD,487,2015-03-18 00:00:00,79.176810,0.000728,79.177058,-0.000248,0.000675,0.3673
WAW3,WAW2,1.571,1.575,SD,488,2015-03-18 00:00:00,17.349100,0.000190,17.348985,0.000115,0.000185,0.6213
WAW3,WAW2,1.571,1.575,ZD,489,2015-03-18 00:00:00,88.610250,0.000728,88.610355,-0.000105,0.000651,0.1610
WAW3,WAS3,1.571,1.601,HA,490,2015-03-18 00:00:00,0.001290,0.000980,0.001098,0.000192,0.000867,0.2212
WAW3,WAW1,1.571,1.584,HA,490,2015-03-18 00:00:00,128.314330,0.000980,128.313479,0.000851,0.000881,0.9650
WAW3,WARK,0.0,0.0,HA,490,2015-03-18 00:00:00,157.950740,0.000980,157.952641,-0.001901,0.000870,2.1851
WAW3,WARK,0.0,0.0,HA,490,2015-03-18 00:00:00,157.953740,0.000980,157.952641,0.001099,0.000870,1.2624
WAW3,WANW,1.571,1.674,HA,490,2015-03-18 00:00:00,162.669670,0.000980,162.669721,-0.000051,0.000881,0.0577
WAW3,WAW2,1.571,1.575,HA,490,2015-03-18 00:00:00,187.958850,0.000980,187.959038,-0.000188,0.000879,0.2144
WASE,TWSE,1.621,0.8,ZD,491,2015-03-17 00:00:00,94.917360,0.000728,94.917349,0.000011,0.000665,0.0168
WASE,TWSE,1.621,1.2,ZD,492,2015-03-17 00:00:00,92.843790,0.000728,92.843858,-0.000068,0.000696,0.0980
WASE,TWSE,1.621,1.6,ZD,493,2015-03-17 00:00:00,90.761940,0.000728,90.762889,-0.000949,0.000696,1.3635
WASE,TWSE,1.621,2.0,ZD,494,2015-03-17 00:00:00,88.679460,0.000728,88.679906,-0.000446,0.000665,0.6711
WASE,TWSE,1.621,0.8,ZD,495,2015-03-17 00:00:00,94.916820,0.000728,94.917349,-0.000529,0.000665,0.7951
WASE,TWSE,1.621,1.2,ZD,496,2015-03-17 00:00:00,92.843900,0.000728,92.843858,0.000042,0.000696,0.0600
WASE,TWSE,1.621,1.6,ZD,497,2015-03-17 00:00:00,90.763740,0.000728,90.762889,0.000851,0.000696,1.2224
WASE,TWSE,1.621,2.0,ZD,498,2015-03-17 00:00:00,88.681850,0.000728,88.679906,0.001944,0.000665,2.9222
WASE,WASW,1.621,1.622,SD,499,2015-03-17 00:00:00,28.251600,0.000190,28.251810,-0.000210,0.000189,1.1117
WASE,WASW,1.621,1.622,ZD,500,2015-03-17 00:00:00,90.720030,0.000728,90.720036,-0.000006,0.000707,0.0082
WASE,34W3,1.621,0.0,SD,501,2015-03-17 00:00:00,20.965300,0.000190,20.965380,-0.000080,0.000173,0.4633
WASE,34W3,1.621,0.0,ZD,502,2015-03-17 00:00:00,78.211780,0.000728,78.212760,-0.000980,0.000708,1.3830
WASE,34W4,1.621,0.0,SD,503,2015-03-17 00:00:00,20.871000,0.000190,20.870826,0.000174,0.000169,1.0292
WASE,34W4,1.621,0.0,ZD,504,2015-03-17 00:00:00,80.154670,0.000728,80.155017,-0.000347,0.000710,0.4893
WASE,34W1,1.621,0.0,SD,505,2015-03-17 00:00:00,21.995300,0.000190,21.995288,0.000012,0.000129,0.0934
WASE,34W1,1.621,0.0,ZD,506,2015-03-17 00:00:00,80.288760,0.000728,80.288884,-0.000124,0.000708,0.1752
WASE,WASW,1.621,1.622,HA,507,2015-03-17 00:00:00,0.000610,0.000980,-0.000157,0.000767,0.000800,0.9595
WASE,34W3,1.621,0.0,HA,507,2015-03-17 00:00:00,39.363010,0.000980,39.363407,-0.000397,0.000792,0.5009
WASE,34W4,1.621,0.0,HA,507,2015-03-17 00:00:00,41.306010,0.000980,41.306532,-0.000522,0.000800,0.6528
WASE,34W1,1.621,0.0,HA,507,2015-03-17 00:00:00,42.406960,0.000980,42.406808,0.000152,0.000795,0.1907
WASE,WASW,1.621,1.622,SD,508,2015-03-17 00:00:00,28.251700,0.000190,28.251810,-0.000110,0.000189,0.5818
WASE,WASW,1.621,1.622,ZD,509,2015-03-17 00:00:00,90.719890,0.000728,90.720036,-0.000146,0.000707,0.2061
WASE,32W3,1.621,0.0,SD,510,2015-03-17 00:00:00,20.933000,0.000190,20.933015,-0.000015,0.000179,0.0815
WASE,32W3,1.621,0.0,ZD,511,2015-03-17 00:00:00,78.194070,0.000728,78.194375,-0.000305,0.000710,0.4299
WASE,32W4,1.621,0.0,SD,512,2015-03-17 00:00:00,21.082800,0.000190,21.082691,0.000109,0.000101,1.0826
WASE,32W4,1.621,0.0,ZD,513,2015-03-17 00:00:00,80.254860,0.000728,80.255076,-0.000216,0.000707,0.3050
WASE,WASW,1.621,1.622,HA,514,2015-03-17 00:00:00,0.000690,0.000980,-0.000127,0.000817,0.000681,1.2003
WASE,32W3,1.621,0.0,HA,514,2015-03-17 00:00:00,40.541670,0.000980,40.541681,-0.000011,0.000735,0.0152
WASE,32W4,1.621,0.0,HA,514,2015-03-17 00:00:00,42.305560,0.000980,42.306366,-0.000806,0.000784,1.0283
WASE,WASW,1.621,1.622,SD,515,2015-03-17 00:00:00,28.251800,0.000190,28.251810,-0.000010,0.000189,0.0519
WASE,WASW,1.621,1.622,ZD,516,2015-03-17 00:00:00,90.719650,0.000728,90.720036,-0.000386,0.000707,0.5453
WASE,30W5,1.621,0.0,SD,517,2015-03-17 00:00:00,22.109700,0.000190,22.109639,0.000061,0.000144,0.4251
WASE,30W5,1.621,0.0,ZD,518,2015-03-17 00:00:00,77.943280,0.000728,77.942648,0.000632,0.000708,0.8928
WASE,30W3,1.621,0.0,SD,519,2015-03-17 00:00:00,21.051800,0.000190,21.051803,-0.000003,0.000170,0.0158
WASE,30W3,1.621,0.0,ZD,520,2015-03-17 00:00:00,78.262220,0.000728,78.262081,0.000139,0.000709,0.1966
WASE,30W4,1.621,0.0,SD,521,2015-03-17 00:00:00,21.407400,0.000190,21.407294,0.000106,0.000136,0.7760
WASE,30W4,1.621,0.0,ZD,522,2015-03-17 00:00:00,80.405220,0.000728,80.404408,0.000812,0.000708,1.1480
WASE,WASW,1.621,1.622,HA,523,2015-03-17 00:00:00,359.999080,0.000980,359.997725,0.001355,0.000831,1.6307
WASE,30W5,1.621,0.0,HA,523,2015-03-17 00:00:00,37.698790,0.000980,37.699639,-0.000849,0.000830,1.0229
WASE,30W3,1.621,0.0,HA,523,2015-03-17 00:00:00,41.668620,0.000980,41.669089,-0.000469,0.000808,0.5809
WASE,30W4,1.621,0.0,HA,523,2015-03-17 00:00:00,43.016780,0.000980,43.016817,-0.000037,0.000837,0.0440
WASE,WASW,1.621,1.622,SD,524,2015-03-17 00:00:00,28.251800,0.000190,28.251810,-0.000010,0.000189,0.0519
WASE,WASW,1.621,1.622,ZD,525,2015-03-17 00:00:00,90.720110,0.000728,90.720036,0.000074,0.000707,0.1048
WASE,28W5,1.621,0.0,SD,526,2015-03-17 00:00:00,21.796800,0.000190,21.796900,-0.000100,0.000156,0.6409
WASE,28W5,1.621,0.0,ZD,527,2015-03-17 00:00:00,77.767670,0.000728,77.766929,0.000741,0.000708,1.0467
WASE,28W3,1.621,0.0,SD,528,2015-03-17 00:00:00,21.305200,0.000190,21.305216,-0.000016,0.000157,0.1003
WASE,28W3,1.621,0.0,ZD,529,2015-03-17 00:00:00,78.404420,0.000728,78.403805,0.000615,0.000708,0.8680
WASE,28W4,1.621,0.0,SD,530,2015-03-17 00:00:00,21.801700,0.000190,21.801683,0.000017,0.000134,0.1259
WASE,28W4,1.621,0.0,ZD,531,2015-03-17 00:00:00,80.580400,0.000728,80.579732,0.000668,0.000707,0.9458
WASE,WASW,1.621,1.622,HA,532,2015-03-17 00:00:00,0.001610,0.000980,-0.000731,0.002341,0.000837,2.7973
WASE,28W5,1.621,0.0,HA,532,2015-03-17 00:00:00,37.908100,0.000980,37.909020,-0.000920,0.000838,1.0984
WASE,28W3,1.621,0.0,HA,532,2015-03-17 00:00:00,42.594580,0.000980,42.595352,-0.000772,0.000825,0.9357
WASE,28W4,1.621,0.0,HA,532,2015-03-17 00:00:00,43.363190,0.000980,43.363839,-0.000649,0.000836,0.7759
WASE,WASW,1.621,1.622,SD,533,2015-03-17 00:00:00,28.251800,0.000190,28.251810,-0.000010,0.000189,0.0519
WASE,WASW,1.621,1.622,ZD,534,2015-03-17 00:00:00,90.719740,0.000728,90.720036,-0.000296,0.000707,0.4181
WASE,26W5,1.621,0.0,SD,535,2015-03-17 00:00:00,21.530700,0.000190,21.530538,0.000162,0.000167,0.9700
WASE,26W5,1.621,0.0,ZD,536,2015-03-17 00:00:00,77.613600,0.000728,77.613177,0.000423,0.000708,0.5971
WASE,26W3,1.621,0.0,SD,537,2015-03-17 00:00:00,21.658400,0.000190,21.658305,0.000095,0.000144,0.6606
WASE,26W3,1.621,0.0,ZD,538,2015-03-17 00:00:00,78.595580,0.000728,78.595572,0.000008,0.000706,0.0118
WASE,26W4,1.621,0.0,SD,539,2015-03-17 00:00:00,22.215500,0.000190,22.215455,0.000045,0.000139,0.3224
WASE,26W4,1.621,0.0,ZD,540,2015-03-17 00:00:00,80.757630,0.000728,80.756856,0.000774,0.000706,1.0970
WASE,WASW,1.621,1.622,HA,541,2015-03-17 00:00:00,0.002240,0.000980,0.000562,0.001678,0.000841,1.9946
WASE,26W5,1.621,0.0,HA,541,2015-03-17 00:00:00,38.408240,0.000980,38.408687,-0.000447,0.000826,0.5418
WASE,26W3,1.621,0.0,HA,541,2015-03-17 00:00:00,43.197470,0.000980,43.198413,-0.000943,0.000835,1.1294
WASE,26W4,1.621,0.0,HA,541,2015-03-17 00:00:00,43.319670,0.000980,43.319957,-0.000287,0.000827,0.3468
WASE,WASW,1.621,1.622,SD,542,2015-03-17 00:00:00,28.251700,0.000190,28.251810,-0.000110,0.000189,0.5818
WASE,WASW,1.621,1.622,ZD,543,2015-03-17 00:00:00,90.720430,0.000728,90.720036,0.000394,0.000707,0.5571
WASE,24W6,1.621,0.0,SD,544,2015-03-17 00:00:00,22.158400,0.000190,22.158374,0.000026,0.000141,0.1830
WASE,24W6,1.621,0.0,ZD,545,2015-03-17 00:00:00,83.502130,0.000728,83.501845,0.000285,0.000710,0.4007
WASE,24W5,1.621,0.0,SD,546,2015-03-17 00:00:00,21.344700,0.000190,21.344549,0.000151,0.000176,0.8586
WASE,24W5,1.621,0.0,ZD,547,2015-03-17 00:00:00,77.503540,0.000728,77.503525,0.000015,0.000710,0.0217
WASE,24W3,1.621,0.0,SD,548,2015-03-17 00:00:00,22.065400,0.000190,22.065269,0.000131,0.000125,1.0512
WASE,24W3,1.621,0.0,ZD,549,2015-03-17 00:00:00,78.809220,0.000728,78.808792,0.000428,0.000705,0.6078
WASE,WASW,1.621,1.622,HA,550,2015-03-17 00:00:00,0.003170,0.000980,0.001461,0.001709,0.000843,2.0263
WASE,24W6,1.621,0.0,HA,550,2015-03-17 00:00:00,37.479330,0.000980,37.479718,-0.000388,0.000826,0.4698
WASE,24W5,1.621,0.0,HA,550,2015-03-17 00:00:00,39.143210,0.000980,39.144284,-0.001074,0.000807,1.3299
WASE,24W3,1.621,0.0,HA,550,2015-03-17 00:00:00,43.417190,0.000980,43.417437,-0.000247,0.000836,0.2953
WASE,WASW,1.621,1.622,SD,551,2015-03-17 00:00:00,28.251700,0.000190,28.251810,-0.000110,0.000189,0.5818
WASE,WASW,1.621,1.622,ZD,552,2015-03-17 00:00:00,90.720210,0.000728,90.720036,0.000174,0.000707,0.2462
WASE,22W6,1.621,0.0,SD,553,2015-03-17 00:00:00,21.787900,0.000190,21.787900,-0.000000,0.000135,0.0023
WASE,22W6,1.621,0.0,ZD,554,2015-03-17 00:00:00,83.391900,0.000728,83.390753,0.001147,0.000709,1.6167
WASE,22W5,1.621,0.0,SD,555,2015-03-17 00:00:00,21.263600,0.000190,21.263822,-0.000222,0.000181,1.2285
WASE,22W5,1.621,0.0,ZD,556,2015-03-17 00:00:00,77.455190,0.000728,77.455372,-0.000182,0.000710,0.2565
WASE,22W3,1.621,0.0,SD,557,2015-03-17 00:00:00,22.475500,0.000190,22.475482,0.000018,0.000129,0.1362
WASE,22W3,1.621,0.0,ZD,558,2015-03-17 00:00:00,79.016150,0.000728,79.015716,0.000434,0.000704,0.6169
WASE,WASW,1.621,1.622,HA,559,2015-03-17 00:00:00,0.002920,0.000980,0.001424,0.001496,0.000843,1.7745
WASE,22W6,1.621,0.0,HA,559,2015-03-17 00:00:00,37.336280,0.000980,37.337044,-0.000764,0.000837,0.9125
WASE,22W5,1.621,0.0,HA,559,2015-03-17 00:00:00,40.021890,0.000980,40.022271,-0.000381,0.000799,0.4772
WASE,22W3,1.621,0.0,HA,559,2015-03-17 00:00:00,43.245370,0.000980,43.245721,-0.000351,0.000820,0.4277
WASE,WASW,1.621,1.622,SD,560,2015-03-17 00:00:00,28.251900,0.000190,28.251810,0.000090,0.000189,0.4780
WASE,WASW,1.621,1.622,ZD,561,2015-03-17 00:00:00,90.720070,0.000728,90.720036,0.000034,0.000707,0.0483
WASE,20W6,1.621,0.0,SD,562,2015-03-17 00:00:00,21.421900,0.000190,21.421974,-0.000074,0.000121,0.6116
WASE,20W6,1.621,0.0,ZD,563,2015-03-17 00:00:00,83.278250,0.000728,83.277261,0.000989,0.000708,1.3956
WASE,20W1,1.621,0.0,SD,564,2015-03-17 00:00:00,22.582400,0.000190,22.582281,0.000119,0.000163,0.7250
WASE,20W1,1.621,0.0,ZD,565,2015-03-17 00:00:00,80.543720,0.000728,80.543467,0.000253,0.000711,0.3554
WASE,20W5,1.621,0.0,SD,566,2015-03-17 00:00:00,21.299300,0.000190,21.299252,0.000048,0.000177,0.2729
WASE,20W5,1.621,0.0,ZD,567,2015-03-17 00:00:00,77.476650,0.000728,77.476673,-0.000023,0.000710,0.0324
WASE,WASW,1.621,1.622,HA,568,2015-03-17 00:00:00,0.005260,0.000980,0.003613,0.001647,0.000841,1.9582
WASE,20W6,1.621,0.0,HA,568,2015-03-17 00:00:00,37.542970,0.000980,37.543547,-0.000577,0.000835,0.6905
WASE,20W1,1.621,0.0,HA,568,2015-03-17 00:00:00,38.618640,0.000980,38.619526,-0.000886,0.000786,1.1284
WASE,20W5,1.621,0.0,HA,568,2015-03-17 00:00:00,40.925460,0.000980,40.925644,-0.000184,0.000786,0.2346
WASE,WASW,1.621,1.622,SD,569,2015-03-17 00:00:00,28.251800,0.000190,28.251810,-0.000010,0.000189,0.0519
WASE,WASW,1.621,1.622,ZD,570,2015-03-17 00:00:00,90.720170,0.000728,90.720036,0.000134,0.000707,0.1896
WASE,18W6,1.621,0.0,SD,571,2015-03-17 00:00:00,21.105000,0.000190,21.105052,-0.000052,0.000147,0.3522
WASE,18W6,1.621,0.0,ZD,572,2015-03-17 00:00:00,83.176420,0.000728,83.175801,0.000619,0.000708,0.8739
WASE,18W1,1.621,0.0,SD,573,2015-03-17 00:00:00,22.346000,0.000190,22.345907,0.000093,0.000151,0.6165
WASE,18W1,1.621,0.0,ZD,574,2015-03-17 00:00:00,80.442360,0.000728,80.442399,-0.000039,0.000711,0.0549
WASE,18W5,1.621,0.0,SD,575,2015-03-17 00:00:00,21.446200,0.000190,21.446061,0.000139,0.000163,0.8486
WASE,18W5,1.621,0.0,ZD,576,2015-03-17 00:00:00,77.563900,0.000728,77.563896,0.000004,0.000709,0.0056
WASE,WASW,1.621,1.622,HA,577,2015-03-17 00:00:00,0.005140,0.000980,0.003718,0.001422,0.000837,1.7001
WASE,18W6,1.621,0.0,HA,577,2015-03-17 00:00:00,38.086260,0.000980,38.086859,-0.000599,0.000820,0.7306
WASE,18W1,1.621,0.0,HA,577,2015-03-17 00:00:00,38.195180,0.000980,38.195801,-0.000621,0.000803,0.7737
WASE,18W5,1.621,0.0,HA,577,2015-03-17 00:00:00,41.729490,0.000980,41.729692,-0.000202,0.000817,0.2469
WASE,WASW,1.621,1.622,SD,578,2015-03-17 00:00:00,28.251900,0.000190,28.251810,0.000090,0.000189,0.4780
WASE,WASW,1.621,1.622,ZD,579,2015-03-17 00:00:00,90.720030,0.000728,90.720036,-0.000006,0.000707,0.0082
WASE,16W1,1.621,0.0,SD,580,2015-03-17 00:00:00,22.069000,0.000190,22.069014,-0.000014,0.000143,0.0999
WASE,16W1,1.621,0.0,ZD,581,2015-03-17 00:00:00,80.320900,0.000728,80.321244,-0.000344,0.000710,0.4848
WASE,16W6,1.621,0.0,SD,582,2015-03-17 00:00:00,20.878900,0.000190,20.878847,0.000053,0.000169,0.3157
WASE,16W6,1.621,0.0,ZD,583,2015-03-17 00:00:00,83.102150,0.000728,83.101527,0.000623,0.000709,0.8792
WASE,16W5,1.621,0.0,SD,584,2015-03-17 00:00:00,21.684700,0.000190,21.684532,0.000168,0.000145,1.1573
WASE,16W5,1.621,0.0,ZD,585,2015-03-17 00:00:00,77.702810,0.000728,77.702935,-0.000125,0.000707,0.1774
WASE,WASW,1.621,1.622,HA,586,2015-03-17 00:00:00,0.005330,0.000980,0.003701,0.001629,0.000832,1.9578
